Grocery_Name,MRP_Price,Discount_Price,Quantity,brand_name,price_per_unit
Premia Rajma Kashmiri : 500 gms,158,108.0,500 gm,Premia,₹ 0.32
Moong Dal : 1 kg,188,152.0,1 kg,Moong,₹ 152.00
Nutraj Cashews : 500 gms,699,399.0,500 gm,Nutraj,₹ 0.80
Tata Sampann Moong Dal : 1 kg,214,162.0,1 kg,Tata,₹ 162.00
Premia Regular Kaju (Cashews) - 320 : 500 gms,652,446.0,500 gm,Premia,₹ 0.89
Moong Dal Chilti : 1 kg,203,154.0,1 kg,Moong,₹ 154.00
Premia Kaju : 500 gms,604,406.0,500 gm,Premia,₹ 0.81
Kalbavi Popular Cashews : 500  gms,649,379.0,500 gm,Kalbavi,₹ 0.76
Premia Kaju Tukda (Cashews) : 200 gms,310,185.0,200 gm,Premia,₹ 0.93
Premia Chowli Premium : 500 gms,100,72.0,500 gm,Premia,₹ 0.93
ProV Select Cashews : 500 gms,849,419.0,500 gm,ProV,₹ 0.84
Kalbavi Cashews (Kaju) : 500 gms,699,429.0,500 gm,Kalbavi,₹ 0.86
Tata Sampann Moong Chilka : 500 gms,109,98.0,500 gm,Tata,₹ 0.20
Premia Kaju Special (Cashews) - 240 : 500 gms,662,492.0,500 gm,Premia,₹ 0.98
Wonderland Cashews : 500 gms,770,409.0,500 gm,Wonderland,₹ 0.82
Premia Cashew Broken : 500 gms,527,386.0,500 gm,Premia,₹ 0.77
Kokan Gem Goa Cashew Classic (Kaju) : 500 gms,650,399.0,500 gm,Kokan,₹ 0.80
DMart Healthy Choice Unpolished Moong Dal : 1 kg,216,162.0,1 kg,DMart,₹ 162.00
Chowli Big : 500 gms,77,56.0,500 gm,Chowli,₹ 0.11
Premia Chowli Red : 500 gms,92,67.0,500 gm,Premia,₹ 0.11
Tata Sampann 100% Organic Unpolished Moong Dal : 1 kg,280,252.0,1 kg,Tata,₹ 252.00
Satyam Moong Dal : 500 gms,132,122.0,500 gm,Satyam,₹ 0.24
Kokan Gem Goa Cashew Premium (Kaju) : 500 gms,750,549.0,500 gm,Kokan,₹ 1.10
Organic Tattva Moong Dal Yellow Split : 1 kg,310,195.0,1 kg,Organic,₹ 195.00
Premia Kaju (210) Premium : 100 gms,197,114.0,100 gm,Premia,₹ 1.14
KMK Cashew Nut (Kaju) : 200 gms,325,199.0,200 gm,KMK,₹ 0.99
Nutraj Snack Rite Roasted & Salted Cashew : 150 gms,299,149.0,150 gm,Nutraj,₹ 0.99
Satyam Moong Chilti : 500 gms,152,141.0,500 gm,Satyam,₹ 0.28
Organic Tattva Moong Dal Whole : 500 gms,145,115.0,500 gm,Organic,₹ 0.23
Satyam Chowla : 500 gms,109,101.0,500 gm,Satyam,₹ 0.20
Premia Chowli Small : 500 gms,144,102.0,500 gm,Premia,₹ 0.20
Premia Moong Dal Chilti : 1 Kg,203,159.0,1 kg,Premia,₹ 0.20
Premia Moong Dal Chilti: 500gms,112,79.0,500 gm,Premia,₹ 0.20
Tur Dal Latur : 1 kg,291,225.0,1 kg,Tur,₹ 225.00
Tata Sampann Toor Dal : 1 kg,299,250.0,1 kg,Tata,₹ 250.00
Tur Dal Premium Gujarat : 1 kg,303,239.0,1 kg,Tur,₹ 239.00
Turdal Latur: 500 gms,155,109.0,500 gm,Turdal,₹ 239.00
Nutraj Pista : 400 gms,699,379.0,400 gm,Nutraj,₹ 0.95
ProV Select California Roasted & Salted Pistachios : 400 gms,799,389.0,400 gm,ProV,₹ 0.97
DMart Healthy Choice Unpolished Toor Dal : 1 kg,333,235.0,1 kg,DMart,₹ 235.00
Tata Sampann 100% Organic Unpolished Toor Dal : 1 kg,299,269.0,1 kg,Tata,₹ 269.00
Organic Tattva Arhar Tur Dal : 1 kg,365,245.0,1 kg,Organic,₹ 245.00
Premia Pista Plain (Pistachios) : 100 gms,394,237.0,100 gm,Premia,₹ 2.37
Nutraj Premium California Pistachios (Pista) : 200 gms,379,259.0,200 gm,Nutraj,₹ 1.29
Premia Soyawadi : 200 gms,42,24.0,200 gm,Premia,₹ 0.12
Satyam Tur (Toor) Dal : 500 gm,162,150.0,500 gm,Satyam,₹ 0.30
Nutraj Iranian Pistachios (Pista) : 200 gms,449,289.0,200 gm,Nutraj,₹ 1.45
Toor Dal Plain : 5 kgs,1200,962.0,5 kg,Toor,₹ 192.40
Nutrela Soya Mini Chunks : 200 gms,60,52.0,200 gm,Nutrela,₹ 0.26
Premia Mini Soya Chunks : 200 gms,45,24.0,200 gm,Premia,₹ 0.12
Premia Pista Salty (Pistachio) : 200 gms,455,295.0,200 gm,Premia,₹ 1.48
KMK Pista Magaz : 200 gms,575,475.0,200 gm,KMK,₹ 2.38
Nutraj Plain Pistachio Kernel : 100 gms,299,229.0,100 gm,Nutraj,₹ 2.29
Nutrela Soya Chunks : 200 gms,60,52.0,200 gm,Nutrela,₹ 0.26
Premia Soyabean : 500 gms,76,58.0,500 gm,Premia,₹ 0.12
Nutrela Soya Granules : 200 gms,60,50.0,200 gm,Nutrela,₹ 0.25
KMK Pista Salted Irani (Pistachios) : 200 gms,319,249.0,200 gm,KMK,₹ 1.25
Swaad Pista : 400 gms,584,375.0,400 gm,Swaad,₹ 0.94
Satyam Toor Dal Oily : 500 gms,162,149.0,500 gm,Satyam,₹ 0.30
Nutraj Roasted & Salted Pista : 100 gms,199,129.0,100 gm,Nutraj,₹ 1.29
Premia Udid Dal : 500 gms,134,92.0,500 gm,Premia,₹ 1.29
Desi Kabuli Chana : 500 gms,173,119.0,500 gm,Desi,₹ 0.24
Date Crown Fard (Khajur) : 500 gms,288,185.0,500 gm,Date,₹ 0.37
Tata Sampann Urad Dal : 1 kg,224,201.0,1 kg,Tata,₹ 201.00
Udid (Urad) Dal Chilti : 500 gms,112,78.0,500 gm,Udid,₹ 0.16
Satyam Kabuli Chana : 500 gms,188,174.0,500 gm,Satyam,₹ 0.35
Premia Red Dried Dates (Kharik) : 500 gms,361,267.0,500 gm,Premia,₹ 0.53
Nutraj Arabian Premium Dates : 500 gms,199,119.0,500 gm,Nutraj,₹ 0.26
Falcon UAE Dates Seedless (Khajur) : 500 gms,200,159.0,500 gm,Falcon,₹ 0.32
Shamim Iranian Wet Dates : 400 gms,200,153.0,400 gm,Shamim,₹ 0.38
Tata Sampann Organic Unpolished Kabuli Chana : 500 gms,160,144.0,500 gm,Tata,₹ 0.29
Emperor Dates Iranian Muzafati : 400 gms,200,140.0,400 gm,Emperor,₹ 0.35
Organic Tattva Kabuli Chana : 500 gms,199,117.0,500 gm,Organic,₹ 0.23
Date Crown Bumaan Dates : 500 gms,150,75.0,500 gm,Date,₹ 0.15
Emperor Royal Peacock Seeded Dates (Khajur) : 500 gms,125,93.0,500 gm,Emperor,₹ 0.19
Emperor Dates - Deseeded Dates : 500 gms,150,120.0,500 gm,Emperor,₹ 0.24
Nutraj Dry Dates (Chuara-Khareek) : 500 gms,249,189.0,500 gm,Nutraj,₹ 0.38
Apis Royal Zahidi Premium Dates : 500 gms,125,109.0,500 gm,Apis,₹ 0.22
Falcon Safawi Dates : 500 gms,535,414.0,500 gm,Falcon,₹ 0.83
Nutraj Fard Premium Dates : 500 gms,299,209.0,500 gm,Nutraj,₹ 0.42
Satyam Udid (Urad) Dal : 500 gms,146,135.0,500 gm,Satyam,₹ 0.27
King Solomon Medjoul Natural Dates : 500 gms,990,750.0,500 gm,King,₹ 1.50
Premia Black Dried Dates (Kharik) : 200 gms,175,110.0,200 gm,Premia,₹ 0.55
Falcon Aqaba Dates : 500 gms,150,115.0,500 gm,Falcon,₹ 0.23
Emperor Premium Dates Zahidi : 500 gms,150,99.0,500 gm,Emperor,₹ 0.20
Falcon UAE Dates Seeded : 500 gms,165,119.0,500 gm,Falcon,₹ 0.24
Emperor Dates - Dates with Seed : 500 gms,110,85.0,500 gm,Emperor,₹ 0.17
Tata Sampann Organic Unpolished Urad Dal : 500 gms,145,130.0,500 gm,Tata,₹ 0.26
Organic Tattva Urad Dal White Split : 500 gms,170,135.0,500 gm,Organic,₹ 0.27
King Solomon Oriental Dates : 250 gms,249,124.0,250 gm,King,₹ 0.50
Date Crown Khenaizi (Khajur) : 500 gms,252,185.0,500 gm,Date,₹ 0.37
Royal Delight Finest Oman Dates : 400 gms,249,195.0,400 gm,Royal,₹ 0.49
Organic Tattva Urad Dal Whole White : 500 gms,175,115.0,500 gm,Organic,₹ 0.23
Azmah Dates : 500 gms,625,464.0,500 gm,Azmah,₹ 0.93
Royal Delight Finest Ajwa Dates : 250 gms,549,390.0,250 gm,Royal,₹ 1.56
Falcon Zahdi Dates Seedless : 500 gms,160,121.0,500 gm,Falcon,₹ 0.24
Al Barakah Emirates Dates : 500 gms,220,110.0,500 gm,Al,₹ 0.22
Falcon Zahdi Dates Seeded : 500 gms,125,105.0,500 gm,Falcon,₹ 0.21
Nutraj Dry Dates (Yellow) Chuara-Kharek Pouch : 500 gms,249,189.0,500 gm,Nutraj,₹ 0.38
Premia Udid Dal: 1Kg,233,168.0,1 kg,Premia,₹ 0.38
Premia Udid Dal Chilti : 500 gms,115,85.0,500 gm,Premia,₹ 0.38
Masoor Dal : 1 kg,135,108.0,1 kg,Masoor,₹ 108.00
Premia Kismis Indian (Raisins) : 500 gms,178,124.0,500 gm,Premia,₹ 0.25
Premia Chana Big : 500 gms,98,78.0,500 gm,Premia,₹ 0.25
Premia Masoor Whole : 500 gms,68,54.0,500 gm,Premia,₹ 0.25
Nutraj Raisins - Kishmish : 500 gms,299,129.0,500 gm,Nutraj,₹ 0.26
Tata Sampann Masoor Dal : 1 kg,170,130.0,1 kg,Tata,₹ 130.00
Chana Green : 500 gms,100,72.0,500 gm,Chana,₹ 0.14
Premia Kismis Black Seedless : 100 gms,68,43.0,100 gm,Premia,₹ 0.43
Satyam Masur Dal : 500 gms,83,76.0,500 gm,Satyam,₹ 0.15
KMK Black Raisins Seedless (Kismis) : 200 gms,150,94.0,200 gm,KMK,₹ 0.47
Wonderland Raisins : 500 gms,300,99.0,500 gm,Wonderland,₹ 0.20
Premia Kismis Selected : 100 gms,108,76.0,100 gm,Premia,₹ 0.76
Mahafruit Premium Quality Kishmish (Raisins) : 500 gms,215,149.0,500 gm,Mahafruit,₹ 0.30
Tata Sampann Organic Unpolished (Kala) Chana : 500 gms,105,94.0,500 gm,Tata,₹ 0.19
Mahafruit Black Seeded Kishmish : 200 gms,139,75.0,200 gm,Mahafruit,₹ 0.38
KMK Green Raisins Afghan (Kismis) : 200 gms,215,175.0,200 gm,KMK,₹ 0.88
Organic Tattva Kala Chana : 500 gms,120,79.0,500 gm,Organic,₹ 0.16
Satyam Chana Small : 500 gms,86,79.0,500 gm,Satyam,₹ 0.16
Tata Sampan 100% Organic Unpolished Masoor Dal : 500 gms,105,94.0,500 gm,Tata,₹ 0.19
Satyam Chana Green : 500 gms,116,107.0,500 gm,Satyam,₹ 0.21
Satyam Chana Mosambi : 500 gms,116,107.0,500 gm,Satyam,₹ 0.21
Carnival Seedless Black Raisins : 250 gms,235,188.0,250 gm,Carnival,₹ 0.75
Premia Kismis Black (Raisins) : 200 gms,129,80.0,200 gm,Premia,₹ 0.40
Premia Chana Green : 500 gms,100,71.0,500 gm,Premia,₹ 0.40
Premia Chana Small : 1 kg,134,104.0,1 kg,Premia,₹ 0.40
Premia Desi Kabuli Chana : 1 Kg,321,258.0,1 kg,Premia,₹ 0.40
Premia Masoor Dal : 1 kg,134,108.0,1 kg,Premia,₹ 0.40
Nutraj Daily Walnut Kernels : 500 gms,899,529.0,500 gm,Nutraj,₹ 1.06
Nutraj California Whole Walnut (Akrod) : 1 kg,999,475.0,1 Kg,Nutraj,₹ 475.00
Premia Akrod Magaj (Walnut Kernels) : 100 gms,255,158.0,100 gm,Premia,₹ 1.58
Nutraj California Walnut Kernels (Akrod Magaj) : 250 gms,499,325.0,250 gm,Nutraj,₹ 1.30
Daliya : 500 gms,99,67.0,500 gm,Daliya,₹ 0.13
Udid (Urad) Black Whole : 500 gms,102,81.0,500 gm,Udid,₹ 0.16
Wonderland Walnuts : 1 kg,950,499.0,1 kg,Wonderland,₹ 499.00
Urad Dal Premium : 500 gms,141,100.0,500 gm,Urad,₹ 0.20
Prov Premium Whole Walnut : 500 gms,649,259.0,500 gm,Prov,₹ 0.52
KMK Walnut Shell (Whole) : 500 gms,475,369.0,500 gm,KMK,₹ 0.74
Nutraj Chilean Walnuts : 1 kg,999,529.0,1 kg,Nutraj,₹ 529.00
Satyam Dalia : 200 gms,51,47.0,200 gm,Satyam,₹ 0.23
KMK Walnut Kernel (Akrod) : 150 gms,325,260.0,150 gm,KMK,₹ 1.73
Satyam Udid (Urad) Whole : 500 gms,129,119.0,500 gm,Satyam,₹ 0.24
Carnival Premium Walnut : 250 gms,665,466.0,250 gm,Carnival,₹ 1.86
Premia Daliya : 200 gms,42,28.0,200 gm,Premia,₹ 1.86
Premia Daliya: 500gms,95,67.0,500 gm,Premia,₹ 1.86
Premia Udid : 500 gms,121,95.0,500 gm,Premia,₹ 1.86
Premia Moong Whole: 1 Kg,220,174.0,1 kg,Premia,₹ 1.86
Premia Matki : 500 gms,88,65.0,500 gm,Premia,₹ 1.86
Premia Mix Dal : 500 gms,115,82.0,500 gm,Premia,₹ 1.86
Satyam Moong Whole : 500 gms,159,147.0,500 gm,Satyam,₹ 0.29
Premia Mix Dal : 1 kg,211,163.0,1 kg,Premia,₹ 0.29
Premia Jardalu : 100 gms,112,73.0,100 gm,Premia,₹ 0.73
Dal - Rice Mix : 500 gms,71,57.0,500 gm,Dal,₹ 0.11
Premia Moong Whole Small : 500 gms,99,74.0,500 gm,Premia,₹ 0.11
Premia Moong Whole : 500 gms,120,89.0,500 gm,Premia,₹ 0.11
Masoor Whole : 1 kg,127,98.0,1 kg,Masoor,₹ 98.00
Premia Mixed Dry Fruits : 500 gms,361,270.0,500 gm,Premia,₹ 0.54
KMK Mix Mewa Cut Dry Fruits : 200 gms,250,215.0,200 gm,KMK,₹ 1.07
Nutraj Mix Dry Fruits : 450 gms,399,289.0,450 gm,Nutraj,₹ 0.64
Satyam Masoor Whole : 500 gms,83,77.0,500 gm,Satyam,₹ 0.15
KMK Cranberry Whole : 200 gms,199,139.0,200 gm,KMK,₹ 0.69
Nutraj Snack Rite Nuts & Dry Fruit Mix : 150 gms,299,149.0,150 gm,Nutraj,₹ 0.99
Dried Cranberry : 100 gms,149,99.0,100 gm,Dried,₹ 0.99
Dried Blueberry : 100 gms,299,199.0,100 gm,Dried,₹ 1.99
Nutraj Snack Rite Sports Mix : 150 gms,299,149.0,150 gm,Nutraj,₹ 0.99
Nutraj Snack Rite Cranberry & Nuts Trio : 150 gms,299,149.0,150 gm,Nutraj,₹ 0.99
Carnival Cranberry Premium Whole : 200 gms,225,160.0,200 gm,Carnival,₹ 0.80
Nutraj Snack Rite Nutty Corn Mix : 150 gms,299,149.0,150 gm,Nutraj,₹ 0.99
Carnival Cocktail Mix Nuts : 250 gms,499,389.0,250 gm,Carnival,₹ 1.56
Premium Dry Fruit Box : 600 gms,950,599.0,600 gm,Premium,₹ 1.00
Premium Dry Fruit Box : 400 gms,600,449.0,400 gm,Premium,₹ 1.12
Carnival Shahi Uphaar : 300 gms,549,389.0,300 gm,Carnival,₹ 1.12
Prov Select Dry Fruits Mix : 500 gms,599,299.0,500 gm,Prov,₹ 1.12
Premia Dryfruit Mix : 500 gms,417,265.0,500 gm,Premia,₹ 1.12
Vatana Green : 500 gms,108,75.0,500 gm,Vatana,₹ 0.15
Premia Mix Chana-Vatna (sprout) : 500 gms,79,64.0,500 gm,Premia,₹ 0.15
Vatana Black : 500 gms,78,55.0,500 gm,Vatana,₹ 0.11
Premia Charoli : 100 gms,380,257.0,100 gm,Premia,₹ 2.57
Satyam Safed (White) Vatana : 500 gms,119,110.0,500 gm,Satyam,₹ 0.22
Satyam Vatana Green : 500 gms,119,110.0,500 gm,Satyam,₹ 0.22
Satyam Vatana Black : 500 gms,83,77.0,500 gm,Satyam,₹ 0.15
KMK Charoli : 100 gms,221,175.0,100 gm,KMK,₹ 1.75
Premia Vatana Green : 500 gms,107,77.0,500 gm,Premia,₹ 1.75
Premia Vatana White : 500 gms,78,54.0,500 gm,Premia,₹ 1.75
Makhana (Foxnuts) : 100 gms,168,122.0,100 gm,Makhana,₹ 1.22
Premia Jawari Solapur : 1 kgs,123,99.0,1 kg,Premia,₹ 1.22
Matki : 1 kg,161,126.0,1 kg,Matki,₹ 126.00
Morya Phool Makhana (Fox Nuts) : 100 gms,130,99.0,100 gm,Morya,₹ 0.99
Matki Small : 500 gms,118,81.0,500 gm,Matki,₹ 0.16
Moong Whole Small : 500 gms,101,72.0,500 gm,Moong,₹ 0.14
Mixed Pulses For Sprout : 500 gms,98,68.0,500 gm,Mixed,₹ 0.14
Farmley Himalayan Salted Makhana Jar : 83 gms,149,99.0,83 gm,Farmley,₹ 1.19
Satyam Math (Matki) : 500 gms,129,119.0,500 gm,Satyam,₹ 0.24
Farmley Minty Pudina Makhana Jar : 83 gms,199,125.0,83 gm,Farmley,₹ 1.51
Farmley Tangy Tomato Makhana Jar : 83 gms,149,89.0,83 gm,Farmley,₹ 1.07
Satyam Makhana : 50 gms,93,86.0,50 gm,Satyam,₹ 1.72
Mix Chana Vatana (For Sprout) : 500 gms,79,58.0,500 gm,Mix,₹ 0.12
Satyam Wal Kadwa : 500 gms,228,212.0,500 gm,Satyam,₹ 0.42
Premia Mix Pulse (Sprout) : 500 gms,97,75.0,500 gm,Premia,₹ 0.42
Nutraj Dried Figs (Anjeer) : 500 gms,899,699.0,500 gm,Nutraj,₹ 1.40
Nutraj Dried Anjeer : 250 gm,449,369.0,250 gm,Nutraj,₹ 1.48
Premia Anjeer (Figs) : 100 gms,232,156.0,100 gm,Premia,₹ 1.56
Healthy Crunch Anjeer (Figs) : 250 gms,375,339.0,250 gm,Healthy,₹ 1.36
Kulith (Horse Gram) : 500 gms,106,73.0,500 gm,Kulith,₹ 0.15
Carnival Premium Anjeer Figs : 250 gms,495,415.0,250 gm,Carnival,₹ 1.66
KMK Anjeer (Figs) : 200 gms,429,315.0,200 gm,KMK,₹ 1.57
Premia Groundnut : 500 gms,137,104.0,500 gm,Premia,₹ 0.21
Satyam Singdana (Groundnut) : 500 gms,119,109.0,500 gm,Satyam,₹ 0.22
24 Mantra Organic Peanut : 500 gms,170,134.0,500 gm,24,₹ 0.27
Organic Tattva Groundnuts (Peanuts) : 500 gms,185,115.0,500 gm,Organic,₹ 0.23
Premia Sugar : 5 kgs,313,243.0,5 kg,Premia,₹ 48.60
Premia Jeera : 200 gms,158,142.0,200 gm,Premia,₹ 0.71
Premia Poha Jada : 1 kg,78,65.0,1 kg,Premia,₹ 65.00
Premia Sabudana : 1 kg,104,89.0,1 kg,Premia,₹ 89.00
Premia Green Elaichi : 50 gms,298,210.0,50 gm,Premia,₹ 4.20
Premium Jaggery : 900 gms,90,64.0,900 gm,Premium,₹ 0.07
Keshar Premium Natural Jaggery Jar : 900 gms,110,90.0,900 gm,Keshar,₹ 0.10
Premia Kashmiri Chilli Powder Deluxe : 500 gms,470,313.0,500 gm,Premia,₹ 0.63
Premia Badishep : 200 gms,162,105.0,200 gm,Premia,₹ 0.53
Premia Black Pepper : 100 gms,162,111.0,100 gm,Premia,₹ 1.11
Premia Dhaniya : 400 gms,152,105.0,400 gm,Premia,₹ 0.26
Premia Til White : 500 gms,168,126.0,500 gm,Premia,₹ 0.25
Premia Green Elaichi Economy : 10 gms,39,30.0,10 gm,Premia,₹ 3.00
Premia Kashmiri Chilli Powder : 1 kg,880,608.0,1 kg,Premia,₹ 608.00
Premia Cassia Taj : 100 gms,100,64.0,100 gm,Premia,₹ 0.64
Premia Lukhnowi Badishep : 100 gms,80,56.0,100 gm,Premia,₹ 0.56
Premia Dry Coconut : 500 gms,148,111.0,500 gm,Premia,₹ 0.22
Jaggery : 900 gms,90,64.0,900 gm,Jaggery,₹ 0.07
Premia Haldi Powder Deluxe : 200 gms,58,37.0,200 gm,Premia,₹ 0.18
Mamra (Puffed Rice) : 500 gms,60,39.0,500 gm,Mamra,₹ 0.08
Premia Rai : 200 gms,31,23.0,200 gm,Premia,₹ 0.12
Premia Dhania Powder Deluxe : 500 gms,105,72.0,500 gm,Premia,₹ 0.14
Premia Ajma : 100 gm,64,42.0,100 gm,Premia,₹ 0.42
Premia Khaskhas : 100 gms,252,181.0,100 gm,Premia,₹ 1.81
Premia Jeera Powder Deluxe : 100 gms,108,84.0,100 gm,Premia,₹ 0.84
Premia Guntur Chilli : 100 gms,63,43.0,100 gm,Premia,₹ 0.43
Premia Roasted Badishep : 100 gms,71,44.0,100 gm,Premia,₹ 0.44
Premia Emli : 500 gms,138,98.0,500 gm,Premia,₹ 0.20
Premia Coconut Powder : 200 gms,73,53.0,200 gm,Premia,₹ 0.27
Premia Kasoori Methi : 100 gms,145,63.0,100 gm,Premia,₹ 0.63
Premia Lawang : 20 gms,50,38.0,20 gm,Premia,₹ 1.90
Premia Rai Small : 200 gms,35,24.0,200 gm,Premia,₹ 0.12
Premia Shaha Jeera : 50 gms,71,46.0,50 gm,Premia,₹ 0.92
Premia Poha Basmati : 500 gms,74,53.0,500 gm,Premia,₹ 0.11
Premia Star Anise (Badiyan) : 100 gms,152,114.0,100 gm,Premia,₹ 1.14
Premia Poha Patla : 500 gms,50,35.0,500 gm,Premia,₹ 0.07
Premia Chilli Kashmiri : 100 gms,182,130.0,100 gm,Premia,₹ 1.30
Premia Sabudana Small : 500 gms,58,46.0,500 gm,Premia,₹ 0.09
Premia Black Pepper Powder : 100 gms,134,85.0,100 gm,Premia,₹ 0.85
Premia Methi : 100 gms,20,14.0,100 gm,Premia,₹ 0.14
Amchur Powder : 100 gms,40,28.0,100 gm,Amchur,₹ 0.28
Premia Dhaniya Dal : 100 gms,47,31.0,100 gm,Premia,₹ 0.31
Kolhapuri Surati Kurmura : 500 gms,80,49.0,500 gm,Kolhapuri,₹ 0.10
Premia Jaipatri (Mace) : 20 gms,160,115.0,20 gm,Premia,₹ 5.75
Premia Dhania Jeera Mix Khandela : 200 gms,89,57.0,200 gm,Premia,₹ 0.28
Premia Dhania Powder : 200 gms,49,31.0,200 gm,Premia,₹ 0.15
Premia Sugar Crystals (Khadi Shakkar) : 200 gms,22,14.0,200 gm,Premia,₹ 0.07
Premia Garam Masala Powder Deluxe : 100 gms,73,46.0,100 gm,Premia,₹ 0.46
Premia Bedgi Chilli : 100 gms,132,88.0,100 gm,Premia,₹ 0.88
Premia Masala Elaichi : 100 gms,281,191.0,100 gm,Premia,₹ 1.91
Premia Alsi : 100 gms,15,10.0,100 gm,Premia,₹ 0.10
Premia Malwani Masala Deluxe : 200 gms,120,77.0,200 gm,Premia,₹ 0.39
Premia Tej Patta : 50 gms,29,13.0,50 gm,Premia,₹ 0.26
Premia Ginger Powder : 100 gms,61,39.0,100 gm,Premia,₹ 0.39
Premia Til Black : 100 gms,48,30.0,100 gm,Premia,₹ 0.30
Premia Sugar Candy : 200 gms,31,17.0,200 gm,Premia,₹ 0.09
Premia Amsul Wet Kokam : 200 gms,107,65.0,200 gm,Premia,₹ 0.33
Premia Sabja : 100 gms,58,43.0,100 gm,Premia,₹ 0.43
Premia Dry Ginger (Sunth) : 100 gms,114,71.0,100 gm,Premia,₹ 0.71
Premia Eating Soda : 200 gms,28,16.0,200 gm,Premia,₹ 0.08
Premia Dinkh (Edible Gum) : 100 gms,47,31.0,100 gm,Premia,₹ 0.31
Premia Jaifal : 4 Pieces,59,38.0,4 pcs,Premia,₹ 9.50
Premia Kokam Rind Lonavala : 100 gms,100,58.0,100 gm,Premia,₹ 0.58
Premia Kalvanji : 100 gms,46,29.0,100 gm,Premia,₹ 0.29
Premia Reshampatti Chilli Khandela : 500 gms,235,155.0,500 gm,Premia,₹ 0.31
Premia Sakariya : 200 gms,22,12.0,200 gm,Premia,₹ 0.06
Premia Sunday Mix Masala : 200 gms,118,75.0,200 gm,Premia,₹ 0.38
Premia Dagad Phool (Black Stone Flower) : 50 gms,77,43.0,50 gm,Premia,₹ 0.86
Premia Nimbu Phool (Citric Acid) : 50 gms,18,11.0,50 gm,Premia,₹ 0.22
Premia Halim : 100 gms,36,21.0,100 gm,Premia,₹ 0.21
Miki Maize (Makai) Poha : 500 gms,42,38.0,500 gm,Miki,₹ 0.08
Fortune Sunlite Refined Sunflower Oil : 1 Litre,135,120.0,1 L,Fortune,₹ 120.00
Fortune Refined Sunflower Oil Tin : 15 Litres,1925,1635.0,15 L,Fortune,₹ 109.00
Sunrich Refined Sunflower Oil : 899 gms,134,104.0,899 gm,Sunrich,₹ 0.12
Fortune Sunlite Refined Sunflower Oil : 15 Litres,1975,1725.0,15 L,Fortune,₹ 115.00
Sunday Refined Sunflower Oil : 905 gms,190,109.0,905 gm,Sunday,₹ 0.12
Swaad Refined Sunflower Oil : 1 Litre,150,101.0,1 L,Swaad,₹ 101.00
Gemini Refined Sunflower Oil : 5 Litres,750,615.0,5 L,Gemini,₹ 123.00
Sunday Refined Sunflower Oil : 15 Litres,2950,1695.0,15 L,Sunday,₹ 113.00
Dhara Refined Sunflower Oil : 1 Litre,140,114.0,1 L,Dhara,₹ 114.00
Sunny Sun Lite Refined Sunflower Oil : 1 Litre,140,98.0,1 L,Sunny,₹ 98.00
Gemini Refined Sunflower Oil : 15 Litres,1900,1689.0,15 L,Gemini,₹ 112.60
Aadhaar Refined Sunflower Oil Pouch : 900 gms,128,99.0,900 gm,Aadhaar,₹ 0.11
Liberty Vista Refined Sunflower Oil : 899 gms,180,101.0,899 gm,Liberty,₹ 0.11
Dhara Refined Sunflower Oil : 15 Litres,2145,1689.0,15 L,Dhara,₹ 112.60
